2호선 성수지선,성수,180
2호선 성수지선,용답,90
2호선 성수지선,신답,90
2호선 성수지선,용두,90
2호선 성수지선,신설동,0
2호선 신정지선,신도림,60
2호선 신정지선,도림천,120
2호선 신정지선,양천구청,180
2호선 신정지선,신정네거리,180
2호선 신정지선,까치산,0
